aborted,applicant,cancelled,cancelledAt,createdAt,createdBy,didPass,executed,gracePeriodEnds,guildkick,isMinion,lootRequested,memberAddress,minionExecuteActionTx,newMember,noShares,noVotes,paymentRequested,paymentTokenDecimals,paymentTokenSymbol,processed,processor,processedAt,proposer,proposalId,proposalIndex,sharesRequested,sponsored,sponsor,sponsoredAt,startingPeriod,trade,tributeOffered,tributeTokenDecimals,tributeTokenSymbol,tributeToken,votingPeriodStarts,votingPeriodEnds,whitelist,yesShares,yesVotes,molochAddress,molochVersion,minionAddress,actions,escrow,status,title,description,link,proposalType
"false","0xc82a6220398714f74e2d929309f4c5b1d4f7b0f6","false","","1651721014","0xc82a6220398714f74e2d929309f4c5b1d4f7b0f6","true","false","1653180897","false","false","0","0xc82a6220398714f74e2d929309f4c5b1d4f7b0f6","","false","0","0","0","","","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1653222295","0xc82a6220398714f74e2d929309f4c5b1d4f7b0f6","10","15","37","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1651928111","3073","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1651971297","1652576097","false","30","4","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Passed","Apache Tuweni for a complete execution client","Apache Tuweni is an Apache Foundation software project which defines multiple libraries for Ethereum and Secure Scuttlebutt. Tuweni has an Ethereum client in the works.","forum.daohaus.club/t/grant-proposal-apache-tuweni-for-a-complete-execution-client/10946","Funding Proposal"
"false","0xa873baa34ea1868194e5937e3aefd20dd2e549ea","false","","1651505114","0xa873baa34ea1868194e5937e3aefd20dd2e549ea","true","false","1652763297","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1652971987","0xa873baa34ea1868194e5937e3aefd20dd2e549ea","9","8","1","true","0x66b1de0f14a0ce971f7f248415063d44caf19398","1651550828","3015","false","468970000000000000","18","WETH","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1651553697","1652158497","false","29","3","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Passed","ZayiRey - Membership Proposal","https://forum.daohaus.club/t/member-proposal-zayirey-membership-proposal/10921","","Member Proposal"
"false","0xa873baa34ea1868194e5937e3aefd20dd2e549ea","true","1651501756","1651500250","0xa873baa34ea1868194e5937e3aefd20dd2e549ea","false","false","0","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","false","0x0000000000000000000000000000000000000000","","0xa873baa34ea1868194e5937e3aefd20dd2e549ea","8","","1","false","0x0000000000000000000000000000000000000000","","0","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","0","0","false","0","0","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Cancelled","ZayiRey - Membership Proposal","","forum.daohaus.club/t/member-proposal-zayirey-membership-proposal/10921","Member Proposal"
"false","0x66b1de0f14a0ce971f7f248415063d44caf19398","false","","1647012737","0x66b1de0f14a0ce971f7f248415063d44caf19398","true","false","1648227297","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","true","0x66b1de0f14a0ce971f7f248415063d44caf19398","1648677006","0x66b1de0f14a0ce971f7f248415063d44caf19398","7","7","1","true","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","1647013277","2385","false","469200000000000000","18","WETH","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1647017697","1647622497","false","107","3","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Passed","Yalor Mewn - Membership Proposal","","forum.daohaus.club/t/membership-proposal-yalormewn/10554/3","Member Proposal"
"false","0x297bf847dcb01f3e870515628b36eabad491e5e8","false","","1639447988","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","true","false","1640703297","false","false","0","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","","false","0","0","23000000000000000000","18","WETH","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1641231610","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","6","6","0","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1639488271","1340","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1639493697","1640098497","false","109","3","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Passed","Sybil Resistance","Ameen's proposal for adversarial testing of Proof of Humanity and BrightID to demonstrate security & viability and support moving beyond coin-voting governance.","forum.daohaus.club/t/moloch-grant-proposal-62-sybil-resistance/3446","Funding Proposal"
"false","0x02cb3c150bedca124d0ae8cccb72fefbe705c953","false","","1638724778","0xf13e477365b0faa64130da2ff663aab20d32d929","true","false","1640026497","false","false","0","0x0000000000000000000000000000000000000000","","false","0","0","30460000000000000000","18","WETH","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1640097365","0xf13e477365b0faa64130da2ff663aab20d32d929","5","4","0","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1638810291","1246","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1638816897","1639421697","false","102","3","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Passed","Ethereum Cat Herders","Ethereum Cat Herders is a group of individuals, working together to support the Ethereum core developers and the larger Ethereum ecosystem with research, project management and other aspects of communication and coordination.","ethereumcatherders.com/","Funding Proposal"
"false","0x81d30bf2047cc5ee5f903cc00594edc8d5018d31","false","","1638644949","0x81d30bf2047cc5ee5f903cc00594edc8d5018d31","true","false","1640033697","false","false","0","0x0000000000000000000000000000000000000000","","false","0","0","13970000000000000000","18","WETH","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1640097462","0x81d30bf2047cc5ee5f903cc00594edc8d5018d31","4","5","0","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1638810578","1247","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1638824097","1639428897","false","100","1","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Passed","Stereum Ethereum Node Setup","Funding further development of Stereum.net as outlined on the forum thread. The current rate of ETH to EUR was used to convert the EUR 50k mentioned in the thread to WETH.","forum.daohaus.club/t/stereum-ethereum-node-setup/5391","Funding Proposal"
"false","0x9b5aacbc71feaf52b8f73def00b56e0fd875f2a5","false","","1638417511","0x66b1de0f14a0ce971f7f248415063d44caf19398","true","false","1640004897","false","false","0","0x0000000000000000000000000000000000000000","","false","100","1","8000000000000000000","18","WETH","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1640097273","0x66b1de0f14a0ce971f7f248415063d44caf19398","3","3","0","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1638794088","1243","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1638795297","1639400097","false","121","6","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Passed","MetaMoloch - M1 Grant Proposal ","Milestone 1: 8 ETH  to deliver on December-March objectives.","forum.daohaus.club/t/mgp-nov-2021-metamoloch-a-grant-matching-and-ecosystem-development-initiative/4039/13","Funding Proposal"
"false","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","false","","1633434904","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","true","false","1634835297","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1634856076","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","2","2","1","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1633623054","525","false","498700000000000000","18","WETH","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1633625697","1634230497","false","81","3","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","","","","Passed","Ann Willmott member proposal","This is a request for shares based on work done for The Really Boring Guild of MolochDAO. I have enjoyed working on MolochDAO ops and would love to contribute as a member.","","Member Proposal"
"false","0x49f07947e4768fc11dae0368b1a4c84a19588c6c","false","","1630321156","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","true","true","1631544897","false","true","0","0x0000000000000000000000000000000000000000","","false","0","0","0","","","true","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","1631572003","0x49f07947e4768fc11dae0368b1a4c84a19588c6c","1","1","0","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1630328872","68","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1630335297","1630940097","false","27","1","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","0x49f07947e4768fc11dae0368b1a4c84a19588c6c","","","Passed","Send funds from minion to v2 treasury","sending 1841.1 WETH from minion to v2 treasury","","Vanilla Minion"
"false","0x49f07947e4768fc11dae0368b1a4c84a19588c6c","false","","1630144810","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","true","true","1631537697","false","true","0","0x0000000000000000000000000000000000000000","","false","0","0","0","","","true","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","1631571560","0x49f07947e4768fc11dae0368b1a4c84a19588c6c","0","0","0","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1630328065","67","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1630328097","1630932897","false","27","1","0x519f9662798c2e07fbd5b30c1445602320c5cf5b","2","0x49f07947e4768fc11dae0368b1a4c84a19588c6c","","","Passed","RQ migration","ReallyBoring Minion migration","","Vanilla Minion"
